siteId,date,wet,temp,do,spc,ph,nitrates,phosphorus,chlorides,tss,ecoli
elkhart-1,5/10/2018,1,14.2,4.39,367.5,7.18,5.35,0.787,147.25,2536,25000
elkhart-1,5/17/2018,0,16.7,5.51,334.8,7.3,2.33,0.624,52.96,NA,270
elkhart-1,5/7/2019,0,13.6,6.96,462.1,7.53,5.08,0.455,48.88,NA,NA
elkhart-1,5/14/2019,0,9.1,10,424.6,7.37,4.88,0.527,53.2,4,550
elkhart-1,5/21/2019,1,10.6,9.44,491.3,7.42,6.26,0.512,77.39,5,430
elkhart-1,5/28/2019,1,17,8.77,341.5,7.31,3.42,1.26,39.93,56,8200
elkhart-1,6/4/2019,0,15.1,7.3,571,7.48,2.73,1.56,318.52,15,350
elkhart-1,6/11/2019,1,14.7,10.5,818,7.51,4.12,0.571,243.51,8,1950
elkhart-1,6/18/2019,0,17.2,5.29,581,7.44,8.66,1.33,200.63,24.3,2400
elkhart-1,6/25/2019,0,17.9,4.97,538,7.52,5.2,0.418,203.99,18.5,1120
elkhart-1,7/2/2019,0,22.2,3.82,807,7.67,5.63,0.57,378.14,10.5,650
elkhart-1,7/9/2019,0,19.6,4.63,610,7.75,6.34,0.522,277.05,7.17,410
elkhart-1,7/16/2019,0,21.7,2.44,811,7.49,5.37,0.591,410.29,21.5,144
elkhart-1,7/23/2019,0,17.6,4.16,762,7.77,3.92,0.868,298.86,4.38,219
elkhart-1,7/30/2019,1,20.4,4.81,997,7.95,10.8,0.754,983.2,5.5,176
elkhart-1,8/6/2019,1,21.2,2.74,976,7.98,6.64,0.678,788.87,4.63,94
elkhart-1,8/15/2019,1,19.9,2.48,591,8.11,3.1,1.03,608.66,49.5,170
elkhart-1,8/20/2019,0,22.8,2.47,124.1,7.75,NA,NA,469.87,1.88,64
elkhart-1,8/27/2019,1,20.1,4.96,716,8.18,8.69,0.767,716.67,2.88,840
elkhart-1,9/3/2019,0,18.1,3.27,1344,8.09,11,1.06,1093.38,39.5,113
elkhart-1,9/10/2019,0,17.9,3.84,1174,7.89,17.2,0.826,1146.98,4.63,48
elkhart-1,9/17/2019,0,17.6,3.19,545,8.25,4.02,0.799,232.66,6,46
elkhart-1,9/24/2019,0,15,4.65,927,8.28,15.3,0.683,NA,101.5,100
elkhart-1,5/14/2020,1,12.2,6.54,582,9.65,10.9,0.214,248.2,NA,NA
elkhart-1,5/21/2020,0,12.6,7.4,487.7,6.05,9.24,0.535,117.01,NA,NA
elkhart-1,5/28/2020,1,18.5,5.32,669,8.2,9.14,0.62,223.07,NA,NA
elkhart-1,6/4/2020,0,18.7,6.75,740,11.07,10.4,0.345,310.09,3,300
elkhart-1,6/11/2020,0,17.7,6.4,706,13.35,0.034,0.564,391.2,1,510
elkhart-1,6/18/2020,0,19.2,5.18,668,6.55,11,0.352,378.02,17,89
elkhart-1,7/2/2020,0,18.3,6.16,603,6.91,10.92,0.487,152.48,NA,NA
elkhart-1,7/9/2020,0,22.3,5.23,706,8.93,7.63,0.444,211.97,2,120
elkhart-1,7/16/2020,0,23,3.48,873,8.05,12.1,0.576,328.12,NA,112
elkhart-1,7/23/2020,1,22.1,6.22,263.5,6.82,11.8,0.612,41.56,NA,NA
elkhart-1,7/30/2020,1,22.6,3.59,750,6.61,5.76,0.689,385.85,5,308
elkhart-1,8/6/2020,0,21.7,1.87,915,9.01,8.12,0.718,480.66,4,2300
elkhart-1,8/13/2020,0,17.2,2.21,730,7.67,2.1,0.845,478,NA,NA
elkhart-1,8/20/2020,0,19.2,1.76,646,7.33,5.61,0.585,502.71,2,104
elkhart-1,8/27/2020,0,22.6,2.08,1196,NA,12.2,0.383,1072.6,4,528
elkhart-1,9/3/2020,0,18.9,4.37,812,NA,NA,NA,631.7,68,4400
elkhart-1,9/10/2020,0,19.4,4.82,511,NA,3.86,0.706,219.04,9,330
elkhart-1,9/17/2020,0,17.2,3.46,869,NA,4.99,0.812,729.65,NA,NA
elkhart-1,5/13/2021,0,,NA,NA,NA,13.5,0.36,NA,4.25,461
elkhart-1,5/20/2021,0,17.1,7.2,875,7.78,10.4,0.302,113.76,0.9,291
elkhart-1,5/27/2021,0,16.2,9.55,735,8.07,NA,NA,117.34,0.88,411
elkhart-1,6/3/2021,0,17.1,7.55,849,8.18,9.01,0.428,120.2,2.13,122
elkhart-1,6/10/2021,0,21.5,5.43,765,7.63,11.4,0.512,92.67,2.25,249
elkhart-1,6/17/2021,0,18.2,5.96,956,7.92,11.5,0.464,159.67,1.25,345
elkhart-1,6/24/2021,0,17.3,6.08,811,7.96,10.5,0.508,112.77,1.13,2420
elkhart-1,7/1/2021,1,21.5,5.12,502,7.41,8.87,1.17,57.6,17.7,649
elkhart-1,7/8/2021,1,21.6,4.62,337.7,7.57,5.04,1.15,45.12,33,76000
elkhart-1,7/15/2021,0,21.1,6.34,719,NA,6.87,1.01,89.18,22.75,1203
elkhart-1,7/22/2021,0,19,6.32,899,7.76,11.4,0.867,117.86,4,411
elkhart-1,7/29/2021,1,23,5.71,856,7.94,12.6,0.607,121.04,8.75,2419
elkhart-1,8/5/2021,0,19.8,6.27,904,8.01,10.5,0.421,147.58,1.88,173
elkhart-1,8/12/2021,1,23,5.9,294.7,8.01,2.39,1.65,45.34,2.55,86645
elkhart-1,8/19/2021,0,21.8,4.38,988,7.96,9.34,0.619,165.99,8.2,308
elkhart-1,8/26/2021,1,23.3,4.01,543,8.01,4.61,0.866,105.89,4.25,NA
elkhart-1,9/2/2021,0,17.4,4.52,952,8.18,11.9,0.602,180.61,1.5,156
elkhart-1,9/9/2021,0,17,2.57,906,8.04,7.49,0.474,148.55,2.25,131
elkhart-1,9/16/2021,0,15.8,3.54,1020,8.11,8.12,0.442,151.11,3.25,70
elkhart-1,9/23/2021,1,13.8,5.7,486,8.08,3.01,1.1,80.05,14.17,120980
elkhart-1,9/30/2021,0,14.1,4.81,1013,7.92,2.42,0.847,177.75,1.5,NA
elkhart-10,5/8/2018,0,17.7,7.47,495.4,8.1,1.1,0.187,130.01,NA,NA
elkhart-10,5/24/2018,0,19,6.44,483.3,8.01,1.15,0.209,195.88,NA,92
elkhart-10,5/29/2018,0,24,5.03,505,7.98,1.06,0.306,202.31,NA,172
elkhart-10,6/12/2018,1,19.5,5.82,511,7.99,1.94,0.342,189.45,NA,440
elkhart-10,6/19/2018,0,25.6,4.73,528,7.99,1.01,0.489,208.67,NA,NA
elkhart-10,6/26/2018,0,21.5,5.35,489.1,7.99,1.13,0.471,172.03,NA,104
elkhart-10,7/3/2018,0,25.4,4.89,541,7.99,0.926,0.298,182.74,NA,NA
elkhart-10,7/10/2018,0,23.9,5.68,528,8.09,1.03,0.31,253.98,NA,120
elkhart-10,7/17/2018,0,23.7,4.9,553,7.87,1.4,0.5,138.47,NA,NA
elkhart-10,7/24/2018,0,21.1,5.95,547,8.16,1.6,0.262,188.6,NA,NA
elkhart-10,7/31/2018,0,20.5,6.73,568,8.28,1.28,0.302,229.18,NA,115
elkhart-10,8/7/2018,1,23.9,5.7,604,8.26,1.35,0.336,342.2,NA,184
elkhart-10,8/14/2018,0,22.3,6.13,522,8.28,1.29,0.328,305.25,NA,992
elkhart-10,8/21/2018,1,22.1,6.01,512,8.2,1.23,0.295,293.18,NA,252
elkhart-10,8/28/2018,0,23.6,5.6,533,8.18,1.16,0.246,287.76,NA,NA
elkhart-10,9/4/2018,0,23.1,5.82,354.1,8.11,1.21,0.0334,345.1,NA,NA
elkhart-10,9/13/2018,0,17.9,6.24,491.1,8.34,1.18,0.843,411.93,NA,132
elkhart-10,9/18/2018,0,21.3,5.88,513,8.31,1.1,0.404,374.75,NA,144
elkhart-10,9/25/2018,1,18.4,5.24,499.8,8.31,1.31,0.419,299.78,NA,860
elkhart-10,5/7/2019,0,15.6,4.53,475.6,7.8,1.82,0.115,27.47,NA,NA
elkhart-10,5/14/2019,0,11,9.5,414.9,7.93,2.33,0.166,23.4,2,149
elkhart-10,5/21/2019,1,13,9.47,425.2,7.8,1.89,0.192,35.4,10,92
elkhart-10,5/28/2019,1,19.4,7.18,517,7.75,1.81,0.247,48.34,4,762
elkhart-10,6/4/2019,0,NA,NA,NA,NA,8.84,1.24,NA,10.5,82
elkhart-10,6/11/2019,1,18,5.08,510,7.91,1.67,0.391,44.44,9.75,460
elkhart-10,6/18/2019,0,18.5,4.7,484.2,7.86,2,0.349,41.55,6.7,167
elkhart-10,6/25/2019,0,19.9,3.83,522,7.62,1.81,0.333,42.75,6,465
elkhart-10,7/2/2019,0,24.5,4.36,568,7.84,1.34,0.334,102.49,5.83,440
elkhart-10,7/9/2019,0,21.3,5.06,412.7,7.5,2.35,0.372,19.03,12.75,210
elkhart-10,7/16/2019,0,24.4,3.01,643,7.42,1.56,0.397,34.62,9.67,180
elkhart-10,7/23/2019,0,21.2,3.4,544,7.64,1.96,0.523,41.47,11.5,1100
elkhart-10,7/30/2019,1,22.3,4.63,566,8,1.48,0.4,75.8,16.5,212
elkhart-10,8/6/2019,1,22.9,4.24,602,8.21,0.189,0.33,96.34,24,162
elkhart-10,8/15/2019,1,22.1,4.67,549,8.29,1.67,0.334,72.12,11.5,320
elkhart-10,8/20/2019,0,23.4,4.84,538,8.28,NA,NA,131.56,27.75,470
elkhart-10,9/3/2019,0,NA,NA,NA,NA,1.51,0.25,NA,6.13,224
elkhart-10,9/10/2019,0,19,6.05,531,8.1,1.38,0.21,103.41,408,290
elkhart-10,9/17/2019,0,20,0.74,575,8.26,1.42,0.269,119.78,7.83,262
elkhart-10,9/24/2019,0,18.3,4.55,732,8.35,1.21,0.258,208.33,15.75,250
elkhart-10,5/14/2020,1,13.4,8.04,494.5,9.05,10.3,0.15,41.48,NA,NA
elkhart-10,5/21/2020,0,14.4,6.92,418.6,6.19,2.67,0.312,30.97,NA,NA
elkhart-10,5/28/2020,1,22,4.62,413.5,7.07,0.958,0.336,111.46,NA,NA
elkhart-10,6/4/2020,0,21.1,4.1,473,8.44,1.22,0.298,36.6,3,75
elkhart-10,6/11/2020,0,21.1,3.46,389.3,7.69,1.33,0.318,119.8,6,102
elkhart-10,6/18/2020,0,21.2,3.54,468.7,7.66,2.19,0.37,61.17,69,144
elkhart-10,6/25/2020,0,20.5,3.51,620,7.77,3.1,0.343,121.59,NA,NA
elkhart-10,7/9/2020,0,25.5,1.65,765,8.26,1.44,0.455,51,NA,194
elkhart-10,7/16/2020,1,23.1,4.61,509,6.41,1.01,0.789,66.3,NA,NA
elkhart-10,7/23/2020,1,23,2.44,596,6.51,1.94,0.899,111.31,313,276
elkhart-10,7/30/2020,0,23.7,1.65,476.5,9.01,1.87,0.912,64.97,396,1010
elkhart-10,8/6/2020,0,18.8,3.31,484,8.18,2.12,0.847,60.76,NA,NA
elkhart-10,8/13/2020,0,21.7,1.84,571,7.32,0.322,1.28,82.26,103,420
elkhart-10,8/20/2020,0,20,1.67,1516,7.11,NA,NA,68,NA,NA
elkhart-10,8/27/2020,0,24,0.32,581,NA,NA,NA,163.1,105,356
elkhart-10,9/3/2020,0,21.5,2.72,596,NA,NA,NA,194.88,51,140
elkhart-10,9/10/2020,0,19.9,1.81,565,NA,1.16,0.568,147.94,29,96
elkhart-10,9/17/2020,0,18.4,4.33,387.9,NA,0.991,0.612,98.93,NA,NA
elkhart-10,5/13/2021,0,,NA,NA,NA,2.84,0.189,NA,6.5,104
elkhart-10,5/20/2021,0,19.9,2.29,589,7.91,1.21,0.218,40.7,1.5,109
elkhart-10,5/27/2021,0,19.5,4.1,597,7.86,NA,NA,49.46,1.8,59
elkhart-10,6/3/2021,0,18.1,3.36,607,7.89,1.28,0.334,42.2,3.6,108
elkhart-10,6/10/2021,0,23.2,2.69,607,7.97,1.07,0.299,41.58,9.67,276
elkhart-10,6/17/2021,0,20.8,2.9,623,7.96,1.44,0.276,40.4,4.8,219
elkhart-10,6/24/2021,0,18.7,3.91,627,8.14,4.1,0.25,42.62,3.25,166
elkhart-10,7/1/2021,1,22.1,6.31,512,7.97,3.45,0.676,42.56,7.5,1733
elkhart-10,7/8/2021,1,23,3.63,558,7.95,1.84,0.318,44.5,4.75,579
elkhart-10,7/15/2021,0,22.5,3.82,569,7.93,1.54,0.412,42.02,7,201
elkhart-10,7/22/2021,0,21.5,5.31,563,8.15,1.45,0.384,48.8,4.8,135
elkhart-10,7/29/2021,1,24.5,3.72,561,8.01,1.29,0.27,38.26,4.5,816
elkhart-10,8/5/2021,0,21.3,5.43,585,8.07,1.3,0.183,43.73,2.83,178
elkhart-10,8/12/2021,1,23.6,3.3,547,8.11,1.68,0.249,41.94,6.17,866
elkhart-10,8/19/2021,0,22.7,4.31,542,8.16,1.43,0.222,45.27,10.6,88
elkhart-10,8/26/2021,1,24.9,3.35,572,8.11,1.3,14.1,54.47,12,NA
elkhart-10,9/2/2021,0,20.4,3.13,569,8.08,1.47,0.956,56.6,11.8,1203
elkhart-10,9/9/2021,0,19.1,2.84,589,8.04,1.1,0.176,175.7,25,50
elkhart-10,9/16/2021,0,18.4,1.34,587,7.91,1.01,0.217,59.13,53,14
elkhart-10,9/23/2021,1,14.4,5.57,489.3,8.18,1.09,5.05,62.63,164,1733
elkhart-10,9/30/2021,0,16.3,3.24,616,8,1.02,0.343,56.7,4.13,NA
elkhart-11,5/3/2009,NA,16.22,7.6,NA,7.76,0.2,0.3,40,NA,92
elkhart-11,5/10/2009,NA,18.15,6.78,NA,7.08,2.01,0.5,40,NA,55
elkhart-11,5/17/2009,NA,15.93,8.02,NA,7.85,0.37,0.6,40,NA,292
elkhart-11,5/24/2009,NA,19.22,8.3,NA,7.91,1.85,0.4,35,NA,44
elkhart-11,5/31/2009,NA,21.28,6.24,NA,7.78,1.05,0.4,35,NA,82
elkhart-11,6/7/2009,NA,18.06,7.83,NA,7.7,7.88,0.85,30,NA,180
elkhart-11,6/14/2009,NA,21.87,7.11,NA,7.78,4.12,0.5,35,NA,93
elkhart-11,6/21/2009,NA,21.67,6.6,NA,7.72,3.77,0.5,40,NA,95
elkhart-11,6/28/2009,NA,22.75,6.4,NA,7.62,4.94,0.2,35,NA,187
elkhart-11,7/5/2009,NA,21.35,6.7,NA,7.67,3.74,0.3,40,NA,60
elkhart-11,7/12/2009,NA,22.17,5.34,NA,7.67,2.06,0.3,35,NA,52
elkhart-11,7/19/2009,NA,22.2,6.29,NA,7.64,7.55,0.2,40,NA,2500
elkhart-11,7/26/2009,NA,20.65,8.35,NA,7.62,1.8,0.8,60,NA,166
elkhart-11,8/2/2009,NA,23.97,6.45,NA,7.58,1.69,0.8,35,NA,36
elkhart-11,8/9/2009,NA,24.92,7.3,NA,5.98,1.47,0.4,40,NA,24000
elkhart-11,8/16/2009,NA,22.31,7.48,NA,7.4,1.56,0.5,35,NA,240
elkhart-11,8/22/2009,NA,19.99,13,NA,7.13,1.03,0.7,35,NA,1447
elkhart-11,8/29/2009,NA,20.73,6.38,NA,7.6,1.45,0.4,40,NA,154
elkhart-11,9/6/2009,NA,21.33,12.3,NA,7.6,1.45,0.2,40,NA,84
elkhart-11,9/12/2009,NA,18.2,10.42,NA,7.75,1.3,0.3,35,NA,108
elkhart-11,9/19/2009,NA,17.3,8.24,NA,7.7,3.97,0.25,50,NA,90
elkhart-11,9/26/2009,NA,19.72,6.37,NA,7.77,6.24,0.5,45,NA,247
elkhart-11,4/8/2010,NA,14.3,8.38,582,8.37,1.36,0.159,21.6,12,560
elkhart-11,4/15/2010,NA,14.5,9.2,600,8.14,1.31,0.096,20.6,NA,70
elkhart-11,4/22/2010,NA,14,9.07,609,8.23,1.18,0.054,17.3,5,26
elkhart-11,4/29/2010,NA,12.8,10.04,576,8.1,2.43,0.135,21.6,NA,88
elkhart-11,5/6/2010,NA,16.2,8.89,591,8.09,1.37,0.082,39.3,8,70
elkhart-11,5/13/2010,NA,11.2,9.92,522,7.92,5.76,0.341,8.6,NA,2320
elkhart-11,5/20/2010,NA,15,9.98,584,8.07,2.15,0.146,7.3,9,72
elkhart-11,5/27/2010,NA,21.5,7.12,593,7.72,0.009,0.16,36,NA,68
elkhart-11,6/3/2010,NA,21,7.21,542,7.67,2.43,0.182,23.9,16,196
elkhart-11,6/10/2010,NA,19.3,8.01,571,7.74,1.38,1.09,15,NA,225
elkhart-11,6/17/2010,NA,21.4,7.45,80,7.95,1.93,0.354,17.8,19,518
elkhart-11,8/11/2011,NA,20.5,5.6,621,8.26,0,0.155,18,2,67
elkhart-11,8/18/2011,NA,21.2,5.88,636,8.07,0.1,0.185,11.8,NA,75
elkhart-11,8/25/2011,NA,21.8,5.15,637,8.03,0.1,NA,0,1,81
elkhart-11,9/8/2011,NA,16.1,6.26,616,8.17,0,0.173,39.1,1,74
elkhart-11,9/15/2011,NA,17.4,6.3,662,8.46,0,0.225,27.3,NA,72
elkhart-11,9/22/2011,NA,16.6,6.48,619,8.12,0.1,0.167,26.7,3,84
elkhart-11,9/29/2011,NA,14.2,7.11,304,8.19,0.2,0.388,15.7,NA,706
elkhart-11,4/5/2012,0,13.6,6.83,544.5,8.64,0.15,0.128,8.9,4,54
elkhart-11,4/12/2012,0,9.1,8.19,561.2,8.75,0.08,0.081,10.3,NA,35
elkhart-11,4/19/2012,0,14.1,6.6,588.1,8.63,0.05,0.012,8.7,NA,NA
elkhart-11,4/26/2012,0,11.2,7.1,600.4,8.69,0.06,0.102,12.6,NA,NA
elkhart-11,5/3/2012,0,17.2,6.9,588,8.55,0.12,0.12,10.7,3.8,44
elkhart-11,5/10/2012,0,14.6,7.01,544.8,8.5,0.12,0.273,2.5,NA,146
elkhart-11,5/17/2012,0,17.6,6.49,577.6,8.49,0.19,0.191,11.5,5.4,NA
elkhart-11,5/24/2012,0,19.5,6.26,594,8.57,0.2,0.185,11.4,NA,24
elkhart-11,5/31/2012,0,19.5,5.45,611,8.39,0.2,0.209,13.6,3.6,32
elkhart-11,6/7/2012,0,18.5,6.32,621,8.55,0.22,0.151,42.9,NA,47
elkhart-11,6/14/2012,0,20.2,5.94,630,8.41,0.34,0.172,14.6,0.6,38
elkhart-11,6/21/2012,0,24.5,4.24,640,8.34,0.47,0.163,16.4,NA,26
elkhart-11,6/28/2012,0,22.6,3.82,643,8.42,0.81,0.167,18.6,1,25
elkhart-11,7/5/2012,0,26.2,2.49,641,8.29,0.813,0.19,20.7,NA,44
elkhart-11,7/12/2012,0,23.1,3.12,649,8.25,1.01,0.196,21,NA,39
elkhart-11,7/19/2012,1,24.2,3.17,509,8.45,1.21,0.25,13.5,NA,781
elkhart-11,7/26/2012,1,24.4,3.75,614,8.45,0.87,1.01,23,2,56
elkhart-11,8/2/2012,0,NA,NA,NA,NA,0.898,0.184,13,NA,92
elkhart-11,8/9/2012,0,22.6,3.82,611,8.43,NA,0.173,15.1,1,42
elkhart-11,8/16/2012,0,20.3,5.43,614,8.26,NA,0.211,14.5,NA,78
elkhart-11,8/23/2012,0,19.6,6.38,636,8.3,NA,0.201,13.9,1,48
elkhart-11,8/30/2012,0,21.1,4.63,594,8.43,NA,0.232,21.1,NA,30
elkhart-11,9/6/2012,0,22.5,4.48,634,8.27,NA,0.197,15.4,0.7,43
elkhart-11,9/13/2012,0,19.3,6.4,637,8.61,NA,0.099,18.4,NA,59
elkhart-11,9/20/2012,0,16,6.04,632,8.32,NA,0.141,20.8,2.1,31
elkhart-11,9/27/2012,0,13.9,6.01,644,8.43,NA,0.191,14.8,NA,119
elkhart-11,4/18/2013,0,NA,NA,NA,NA,4.25,1.51,7.6,181,1475
elkhart-11,4/25/2013,0,NA,NA,NA,NA,4.74,0.484,8.4,NA,300
elkhart-11,5/2/2013,0,NA,NA,NA,NA,NA,0.145,10,5.5,76
elkhart-11,5/9/2013,0,18.1,6.05,549.2,7.86,0.08,0.172,12.3,NA,33
elkhart-11,5/16/2013,0,18.2,6.27,608,7.99,0.08,0.168,12.1,3.3,37
elkhart-11,5/23/2013,0,20,5.4,630,7.42,0.04,0.2,11.8,NA,41
elkhart-11,5/30/2013,0,19.4,5.95,621,7.5,0.07,0.217,12.2,3.25,323
elkhart-11,6/6/2013,0,18.3,5.98,589,7.15,0.07,0.206,11.9,NA,96
elkhart-11,6/13/2013,0,21.4,5.47,556,7.08,0.12,0.248,9.7,9.25,420
elkhart-11,6/20/2013,0,20.3,5.78,582,7.15,0.09,0.302,11.4,NA,152
elkhart-11,6/27/2013,0,21.9,5.28,594,7.19,0.21,0.391,11.1,14,390
elkhart-11,7/11/2013,0,NA,NA,NA,NA,NA,0.319,22.1,3.5,144
elkhart-11,7/18/2013,0,25.9,5.03,624,7.03,0.16,0.318,26.3,NA,76
elkhart-11,7/25/2013,0,21.2,5.84,590,7.05,0.31,0.354,11.7,4.5,128
elkhart-11,8/1/2013,0,18.8,5.72,633,7.08,2.1,0.224,15.8,NA,136
elkhart-11,8/8/2013,0,20.3,5.64,627,7.05,13.87,0.25,12.6,3.5,280
elkhart-11,8/15/2013,0,NA,NA,NA,NA,NA,0.207,16.2,NA,58
elkhart-11,8/22/2013,0,NA,NA,NA,NA,NA,0.213,18.4,1.25,88
elkhart-11,8/29/2013,0,22.9,5.32,652,7.44,8.98,0.226,16.2,NA,28
elkhart-11,9/5/2013,0,20.1,5.21,667,7.58,4.96,0.201,16.5,1.6,36
elkhart-11,9/12/2013,0,22.6,4.87,684,7.37,5.34,0.213,20.7,NA,37
elkhart-11,9/19/2013,0,18.2,5.86,654,7.54,1.49,0.161,8.8,2.63,425
elkhart-11,9/26/2013,0,15.7,6.75,662,7.47,0.5,0.212,18.2,NA,122
elkhart-11,4/10/2014,0,8.9,8.26,537.4,7.22,3.49,2.15,21.7,7.5,22
elkhart-11,4/17/2014,0,7.9,9.06,545.9,7.24,3.52,2.8,22.8,NA,27
elkhart-11,4/24/2014,0,13,7.92,574.6,7.32,1.51,0.134,19.7,6.5,27
elkhart-11,5/1/2014,0,12.2,7.71,592.3,7.46,1.54,0.136,19.6,NA,48
elkhart-11,5/8/2014,0,16,8.1,603.2,8.13,1.58,0.147,21.2,4.75,15
elkhart-11,5/15/2014,1,14.9,6.89,575.9,7.95,1.62,0.168,20.6,NA,360
elkhart-11,5/22/2014,0,19,5.85,541.6,7.75,1.62,0.124,19.1,18.25,2400
elkhart-11,5/29/2014,0,20.4,5.93,561,7.79,1.58,0.16,21.4,NA,85
elkhart-11,6/5/2014,0,18,6.12,581,7.89,1.62,0.277,16.2,8.75,369
elkhart-11,6/12/2014,1,20,5.82,599,7.88,1.72,0.172,22.2,NA,185
elkhart-11,6/19/2014,1,22.6,5.3,622,7.93,1.98,0.178,24.2,6.2,318
elkhart-11,6/26/2014,0,21.5,5.59,579,7.69,2.34,0.239,27,NA,200
elkhart-11,7/3/2014,0,20.7,5.98,621,7.98,1.32,0.268,24.1,4.7,NA
elkhart-11,7/10/2014,0,21.4,5.78,626,7.69,1.27,0.266,24.2,NA,100
elkhart-11,7/17/2014,0,18.7,6.43,632,7.78,1.32,0.258,26.2,2,88
elkhart-11,7/24/2014,0,21.6,5.24,632,7.79,1.28,0.262,24.8,NA,104
elkhart-11,7/31/2014,0,NA,NA,NA,NA,1.38,0.232,24.2,0.4,104
elkhart-11,8/7/2014,0,20.9,6.01,639,7.73,1.26,0.258,18.8,NA,31
elkhart-11,8/14/2014,0,19.4,5.62,638,7.73,1.25,0.183,24.2,2.2,100
elkhart-11,8/21/2014,0,22.3,4.73,649,7.87,1.4,0.226,23.3,NA,43
elkhart-11,8/28/2014,0,21.2,5.05,643,7.9,1.31,0.137,24.4,1.38,26
elkhart-11,9/4/2014,0,21.6,5.12,673,7.75,1.22,0.283,26.3,NA,40
elkhart-11,9/11/2014,1,18.2,5.66,624,7.67,1.42,0.258,23.2,3.1,216
elkhart-11,9/18/2014,0,14.2,7.03,639,7.73,1.16,0.283,23.6,NA,70
elkhart-11,9/25/2014,0,15.6,7.12,641,7.67,1.38,0.278,24.8,2.5,64
elkhart-11,4/23/2015,0,8.4,9.84,625.4,7.82,2.48,0.223,38.12,3.3,64
elkhart-11,4/30/2015,0,13.2,8.15,618.4,7.88,1.03,0.242,49.9,NA,35
elkhart-11,5/7/2015,0,18.5,6.91,550.4,7.68,2.44,1.5,60.29,3.7,400
elkhart-11,5/14/2015,0,15,7.59,623,7.78,2.71,0.322,64.27,NA,54
elkhart-11,5/21/2015,0,13.6,7.31,622.4,7.79,1.78,5.12,65.62,2.8,71
elkhart-11,5/28/2015,1,19.7,6.03,909,7.73,1.02,0.203,77.67,NA,7
elkhart-11,6/4/2015,0,18.3,6.64,609,7.72,1.23,0.308,76.11,3.6,54
elkhart-11,6/11/2015,0,21.9,5.27,661,7.67,1.11,NA,112.26,NA,39
elkhart-11,6/18/2015,1,20.5,5.85,564,7.56,9.01,NA,79.79,12,185
elkhart-11,6/25/2015,0,21.4,5.93,594,7.62,2.24,NA,74.12,NA,116
elkhart-11,7/2/2015,0,18.7,6.62,585,7.81,1.76,0.362,73.38,13,NA
elkhart-11,7/9/2015,1,18.5,6.49,531.2,7.58,3,0.737,49.03,NA,3700
elkhart-11,7/16/2015,0,19.9,5.42,512.5,7.4,3.86,6.07,36.85,7.25,11
elkhart-11,7/23/2015,0,20.7,5.4,562,7.51,2.98,4.52,52.81,NA,95
elkhart-11,7/30/2015,0,22.9,5.41,563,7.54,2.89,4.12,80.68,8.8,141
elkhart-11,8/6/2015,0,21.4,5.92,553,7.61,1.14,1.43,60.32,NA,104
elkhart-11,8/13/2015,0,NA,NA,NA,NA,2.11,4.68,NA,4.8,NA
elkhart-11,8/20/2015,0,NA,NA,NA,NA,2.03,8.69,NA,NA,150
elkhart-11,8/27/2015,0,NA,NA,NA,NA,1.3,4.86,NA,2.2,NA
elkhart-11,9/3/2015,0,NA,NA,NA,NA,1.24,1.14,NA,NA,106
elkhart-11,9/10/2015,0,NA,NA,NA,NA,1.26,0.904,NA,2.1,NA
elkhart-11,9/17/2015,0,NA,NA,NA,NA,1.23,3.01,NA,NA,58
elkhart-11,9/24/2015,0,NA,NA,NA,NA,1.13,2.42,NA,2.5,NA
elkhart-11,4/21/2016,0,15.8,8.85,737.5,NA,1.27,0.242,NA,NA,39
elkhart-11,4/28/2016,1,13.1,9.97,495.7,8.13,1.71,0.224,199.05,NA,308
elkhart-11,5/5/2016,1,11.4,10.31,477.1,8.18,3.5,0.139,157.44,NA,118
elkhart-11,5/12/2016,0,14.9,9.32,478.2,7.99,3.47,0.268,139.69,NA,470
elkhart-11,5/19/2016,0,14.7,9.91,509,8.19,2.21,0.207,137.38,NA,19
elkhart-11,5/26/2016,0,20.5,8.18,398,8.14,1.6,0.161,160.86,NA,22
elkhart-11,6/2/2016,0,21,8.18,562,8.12,1.52,0.314,149.85,NA,37
elkhart-11,6/9/2016,0,18.3,8.89,573,8.09,1.12,0.56,201.12,NA,40
elkhart-11,6/16/2016,0,22.1,7.26,593,8.02,1.13,0.559,150.14,NA,95
elkhart-11,6/23/2016,1,21.8,6.89,470.3,7.93,4.18,0.322,123.95,NA,300
elkhart-11,6/30/2016,0,19.7,8.05,586,8.06,3.41,0.234,158.12,NA,104
elkhart-11,7/7/2016,0,21.8,7.46,592,7.98,1.66,0.861,147.65,NA,690
elkhart-11,7/14/2016,1,23.5,6.86,530,8.03,1.4,1.24,185.36,NA,61
elkhart-11,7/21/2016,0,23.8,6.33,655,7.89,1.4,0.289,146.98,NA,44
elkhart-11,7/28/2016,0,24.4,5.65,778,8.04,1.25,0.435,206.37,NA,29
elkhart-11,8/4/2016,0,24.1,6.01,513,7.92,1.41,0.436,122.49,NA,76
elkhart-11,8/11/2016,0,24,5.56,392.4,7.92,1.77,0.249,130.78,NA,22
elkhart-11,8/18/2016,1,23.2,6.09,554,8,2.09,1.25,226.42,NA,NA
elkhart-11,8/25/2016,0,21.6,7.7,537,8.12,1.83,0.295,214.55,NA,46
