siteId,date,wet,temp,do,spc,ph,nitrates,phosphorus,chlorides,tss,ecoli
elkhart-42,5/24/2012,0,21.8,6.16,536,8.66,0.31,0.125,9.8,NA,21
elkhart-42,5/31/2012,0,22.3,5.62,541,8.65,0.38,0,11.7,7,10
elkhart-42,6/7/2012,0,21.2,6.28,544,8.6,0.39,0.081,30.7,NA,21
elkhart-42,6/14/2012,0,NA,8,NA,NA,NA,0.121,15.2,4,8
elkhart-42,6/21/2012,0,26.4,6.02,545,8.55,0.95,0.105,14.2,NA,7
elkhart-42,6/28/2012,0,26.2,6.11,548,8.57,1.87,0.17,15.9,1.6,23
elkhart-42,7/5/2012,0,28.6,5.05,553,8.55,1.23,0.113,15.3,NA,21
elkhart-42,7/12/2012,0,27.3,7.01,554,8.7,1.21,0.118,14.2,NA,11
elkhart-42,7/19/2012,1,25.4,6.6,NA,NA,1.31,0.109,18.7,NA,52
elkhart-42,7/26/2012,1,NA,NA,NA,NA,1.24,0.122,18.2,2,21
elkhart-42,8/2/2012,0,NA,NA,NA,NA,1.04,0.151,12.9,NA,7
elkhart-42,8/9/2012,0,NA,NA,NA,NA,NA,0.104,15.2,2,5
elkhart-42,8/16/2012,0,22.6,8.2,NA,NA,NA,0.106,13.3,NA,20
elkhart-42,8/23/2012,0,22.3,6.48,536.1,8.52,NA,0.101,0.109,1,5
elkhart-42,8/30/2012,0,23.7,6.75,487.2,8.3,NA,0.12,13.8,NA,23
elkhart-42,9/6/2012,0,24.6,6.08,597,8.02,NA,0.158,16.1,0.06,16
elkhart-42,9/13/2012,0,21.6,6.28,535,8.8,NA,0.098,16,NA,7
elkhart-42,9/20/2012,0,19.8,NA,NA,NA,NA,0.073,17.7,2,8
elkhart-42,9/27/2012,0,15.7,6.91,530.7,8.9,NA,0.148,16.8,NA,10
elkhart-43,5/10/2018,1,19.6,6.72,343.6,8.11,0.329,0.045,59.7,NA,86
elkhart-43,5/17/2018,0,21.2,7.55,324.5,8.37,0.318,0.08,86.75,NA,2900
elkhart-43,5/22/2018,1,18.9,8.02,243.5,8.25,0.536,1.33,67.73,NA,NA
elkhart-43,5/31/2018,1,25.5,5.01,368.9,8.2,0.455,0.818,32.59,NA,1
elkhart-43,6/7/2018,0,22.7,8.51,290.6,8.47,0.408,0.092,30.07,NA,800
elkhart-43,6/14/2018,0,22.5,6.83,345.6,8.51,0.363,0.044,28.99,NA,63
elkhart-43,6/21/2018,0,24.3,7.06,313.9,8.57,0.306,0.065,25.6,NA,388
elkhart-43,6/28/2018,0,22.5,7.83,303,8.61,0.365,0.045,21.43,NA,280
elkhart-43,7/5/2018,0,28.8,4.88,314,8.4,0.265,0.13,24.98,NA,968
elkhart-43,7/12/2018,0,26.5,4.69,326.5,8.4,0.28,0.099,36.31,NA,44
elkhart-43,7/19/2018,0,25.2,4.5,197.9,8.11,0.242,4.38,25.83,NA,562
elkhart-43,7/26/2018,0,25.2,6.01,357.5,8.36,0.341,0.135,34.44,NA,124
elkhart-43,8/2/2018,0,24,6.46,295.1,8.57,0.299,0.335,37.79,NA,690
elkhart-43,8/9/2018,1,25.4,5.97,321.5,8.61,0.299,0.126,36.24,NA,42
elkhart-43,8/16/2018,0,25.6,8.02,318.6,8.55,0.233,0.08,45.1,NA,NA
elkhart-43,8/23/2018,0,23.1,5.27,320.9,8.36,0.312,0.057,78.88,NA,44
elkhart-43,8/30/2018,0,21.7,5.73,330.5,8.58,0.0351,0.065,73.73,NA,415
elkhart-43,9/6/2018,1,26.3,5.35,314.1,8.84,0.289,0.277,39.72,NA,106
elkhart-43,9/11/2018,0,19.9,5.03,322.1,8.41,0.349,0.107,85.87,NA,NA
elkhart-43,9/20/2018,0,23.2,6.96,301.7,9.05,0.269,0.077,71.92,NA,82
elkhart-43,9/27/2018,0,17.4,4.55,278,8.69,0.357,1.14,37.35,NA,58
elkhart-43,5/7/2019,0,15.4,8.09,487.6,8.06,2.19,0.118,32.82,NA,NA
elkhart-43,5/14/2019,0,10.6,13.08,459.8,8.11,2.63,0.171,25.85,7,188
elkhart-43,5/21/2019,1,12.4,16.02,511,8.02,2.67,0.157,39.43,9,290
elkhart-43,5/28/2019,1,20.3,6.79,458.7,7.91,1.45,0.104,36.32,6,248
elkhart-43,6/4/2019,0,15.9,13.1,288.6,8.02,2.88,2.82,32.91,10,600
elkhart-43,6/11/2019,1,16.2,5.61,533,8.06,2.57,0.387,43.9,11.75,500
elkhart-43,6/18/2019,0,16.8,4.74,556,7.97,2.77,0.28,35.1,10.83,300
elkhart-43,6/25/2019,0,18.6,4.64,546,7.97,2.3,0.291,44.91,11.5,640
elkhart-43,7/2/2019,0,21.7,5.53,530,8.04,3.59,0.248,71.91,12.2,250
elkhart-43,7/9/2019,0,19.9,6.03,525,7.69,2.69,0.248,74.36,10.8,252
elkhart-43,7/16/2019,0,22.3,5.04,540,7.76,2.49,0.23,47.13,6,212
elkhart-43,7/23/2019,0,19.7,3.34,512,7.8,2.62,0.411,81.32,13.8,2200
elkhart-43,7/30/2019,1,20.9,5.21,629,8.06,2.52,0.24,82.9,83.5,480
elkhart-43,8/6/2019,1,21.2,5.08,507,8.29,2.27,0.239,88.58,12,2800
elkhart-43,8/15/2019,1,20.4,5.31,562,8.36,2.44,0.2,35.21,1.38,169
elkhart-43,5/12/2020,0,8.5,11.68,462.5,8.85,2.69,0.138,45.4,5.11,NA
elkhart-43,5/19/2020,1,14.6,7.02,317.8,7.38,3.12,0.732,25.9,28.7,NA
elkhart-43,5/26/2020,0,20.3,7.26,548,7.94,2.47,0.237,132.98,9.13,NA
elkhart-43,6/2/2020,0,18.1,9.63,518,9.61,2.68,0.188,152.12,9,NA
elkhart-43,6/9/2020,0,19.8,6.18,530,7.87,2.58,0.419,151.29,48,220
elkhart-43,6/16/2020,0,17.4,5.73,544,9.39,2.67,0.242,60.07,12.7,100
elkhart-43,6/23/2020,1,19.4,5.73,568,6.71,2.53,0.351,86.88,24.7,2300
elkhart-43,6/30/2020,0,22.3,6.31,785,9.28,2.16,0.235,151.61,15.6,124
elkhart-43,7/7/2020,0,23.2,6,530,8.09,2.1,0.217,107.64,3.25,88
elkhart-43,7/14/2020,0,20.8,6.05,571,9.57,1.17,0.249,113.03,8.1,136
elkhart-43,7/21/2020,0,21.3,6.3,594,8.03,2.38,0.239,108.9,5.62,160
elkhart-43,7/28/2020,0,21.3,5.77,480,6.2,2.43,0.208,52.6,4.38,NA
elkhart-43,8/4/2020,0,19.3,7.06,566,7.56,2.52,0.291,195.83,NA,520
elkhart-43,8/11/2020,0,20.9,5.98,737,7.8,2.43,0.218,133.78,2.25,156
elkhart-43,8/18/2020,0,21.1,1.43,446,8.07,1.86,0.153,74.83,1.625,72
elkhart-43,8/25/2020,0,22,3.74,703,7.47,2.2,0.143,294.38,2.25,86
elkhart-43,9/1/2020,0,18.2,3.5,977,NA,2.49,0.312,556.35,25.8,220
elkhart-43,9/8/2020,1,17.7,6.45,525,NA,2.36,0.223,210.35,10.2,NA
elkhart-43,9/15/2020,0,15.6,8.94,506,NA,2.87,0.312,88.36,4.88,172
elkhart-43,9/22/2020,0,13.2,11.21,557,8.61,2.68,0.204,96.84,8.13,NA
elkhart-44,5/3/2009,NA,16.79,8.2,NA,7.94,0.19,0,40,NA,42
elkhart-44,5/10/2009,NA,18.62,7.64,NA,7.99,2.61,0.4,35,NA,23
elkhart-44,5/17/2009,NA,15.6,7,NA,NA,0.55,0.6,30,NA,148
elkhart-44,5/24/2009,NA,20.58,7.3,NA,7.95,2.3,0.2,30,NA,20
elkhart-44,5/31/2009,NA,22.12,6.71,NA,7.84,1.26,0.4,35,NA,34
elkhart-44,6/7/2009,NA,19.45,7.16,NA,7.74,4.4,0.4,35,NA,81
elkhart-44,6/14/2009,NA,NA,NA,NA,NA,4.37,0.3,30,NA,31
elkhart-44,6/21/2009,NA,23.47,5.54,NA,7.79,4.4,0.4,45,NA,52
elkhart-44,6/28/2009,NA,24.16,5.95,NA,7.71,4.17,0.2,30,NA,286
elkhart-44,7/5/2009,NA,23.44,6.41,NA,7.82,2.99,0.35,35,NA,77
elkhart-44,7/12/2009,NA,23.81,6.57,NA,7.85,1.79,0.7,35,NA,68
elkhart-44,7/19/2009,NA,23.37,6.29,NA,7.72,4.22,0.5,35,NA,313
elkhart-44,7/26/2009,NA,20.96,7.03,NA,7.74,1.66,0.7,35,NA,110
elkhart-44,8/2/2009,NA,25.77,6.35,NA,7.64,1.55,0.3,35,NA,24
elkhart-44,8/9/2009,NA,25.68,6.25,NA,6.25,1.54,0.5,35,NA,263
elkhart-44,8/16/2009,NA,24,6,NA,NA,1.54,0.3,30,NA,144
elkhart-44,8/22/2009,NA,20.31,7.39,NA,7.35,1.41,0.6,30,NA,400
elkhart-44,8/29/2009,NA,21.76,6.46,NA,7.66,1.44,0.5,35,NA,70
elkhart-44,9/6/2009,NA,22.3,8.3,NA,7.6,1.36,0.4,30,NA,38
elkhart-44,9/12/2009,NA,NA,NA,NA,NA,1.31,0.3,35,NA,76
elkhart-44,9/19/2009,NA,17.92,8.4,NA,7.6,4.28,0.5,40,NA,33
elkhart-44,9/26/2009,NA,20.35,6.87,NA,7.75,5.82,0.45,45,NA,127
elkhart-44,4/14/2011,NA,15.4,7.79,522,7.88,5.1,0.047,19.3,NA,31
elkhart-44,4/21/2011,NA,7.3,12.74,527,8.48,1.7,0.141,16.8,7,625
elkhart-44,4/28/2011,NA,13.2,9.77,488,8.19,1.3,0.155,5.7,NA,419
elkhart-44,5/5/2011,NA,12.9,11.52,517,8.13,1.1,0.095,17.8,8,50
elkhart-44,5/12/2011,NA,18.6,8.02,550,8.22,1.4,0.015,16.1,NA,52
elkhart-44,5/19/2011,NA,15.1,9.08,530,8.23,3.5,0.2,18.6,8,114
elkhart-44,5/26/2011,NA,19.2,7.4,NA,NA,NA,0.089,11.7,NA,1280
elkhart-44,6/2/2011,NA,20.8,7.93,502,8.14,1.3,0.09,16,10,82
elkhart-44,6/9/2011,NA,24.2,6.21,545,8.09,0.9,NA,11.2,NA,87
elkhart-44,6/16/2011,NA,20.7,7.2,NA,NA,NA,0.105,19.9,11,117
elkhart-44,6/24/2011,NA,21.3,5.73,550,8.24,0.6,0.117,24.6,NA,76
elkhart-44,6/30/2011,NA,22.2,5.59,529,8.23,0.9,0.146,14.4,7,84
elkhart-44,7/14/2011,NA,23.8,6.8,NA,NA,NA,0.108,11.7,4,74
elkhart-44,8/11/2011,NA,22.4,4.85,492,8.25,0,0.087,15.6,4,40
elkhart-44,8/18/2011,NA,23.1,4.8,497,8.11,0.1,0.132,14.8,NA,25
elkhart-44,9/1/2011,NA,23.1,4.16,496,8.05,0.1,0.079,18.6,NA,22
elkhart-44,9/8/2011,NA,22.9,4.6,496,8.13,0.1,0.101,18.6,3,21
elkhart-44,9/15/2011,NA,17.9,5.96,494,8.51,0.1,0.097,17.6,NA,34
elkhart-44,9/22/2011,NA,17.2,5.23,508,8.2,0.1,0.046,17.3,2,21
elkhart-44,9/29/2011,NA,14.6,6.61,254,8.09,0.1,0.097,13.1,NA,44
elkhart-44,4/5/2012,0,13.1,6.45,508.4,8.7,0.2,0.07,7.7,5.5,21
elkhart-44,4/12/2012,0,10,7.66,524.5,8.73,0.12,0.042,9.2,NA,17
elkhart-44,4/19/2012,0,14.1,6.69,511.1,8.81,0.06,0.066,7.7,NA,NA
elkhart-44,4/26/2012,0,12.1,6.83,519.8,8.98,0.07,0.071,9.4,NA,NA
elkhart-44,5/3/2012,0,16.7,6.54,507.1,8.67,0.14,0.102,8.2,7.3,21
elkhart-44,5/10/2012,0,16.6,6.19,503,8.65,0.12,0.117,2.4,NA,21
elkhart-44,5/17/2012,0,18,5.82,516.6,8.56,0.2,0.095,7.7,6,NA
elkhart-44,5/24/2012,0,20.6,4.76,516.2,8.51,0.21,0.101,9.9,NA,20
elkhart-44,5/31/2012,0,20.4,4.19,519.4,8.51,0.27,0.135,11,5.4,19
elkhart-44,6/7/2012,0,19.8,4.82,524.8,8.5,0.3,0.084,20.7,NA,18
elkhart-44,6/14/2012,0,NA,6.6,NA,NA,NA,0.109,10.8,3,20
elkhart-44,6/21/2012,0,25.9,3.44,515,8.41,0.65,0.099,11.9,NA,23
elkhart-44,6/28/2012,0,24.2,5.75,522,8.57,1.03,0.091,14.3,1,35
elkhart-44,7/5/2012,0,28.3,3.45,522,8.43,1.29,0.122,13.8,NA,28
elkhart-44,7/12/2012,0,25.7,4.9,504,8.62,1.2,0.121,13.1,2,16
elkhart-44,7/19/2012,1,25.2,6.4,NA,NA,1.18,0.126,14.6,NA,86
elkhart-44,7/26/2012,1,26,4.39,501,8.51,1.02,0.138,12.1,3,20
elkhart-44,8/2/2012,0,NA,NA,NA,NA,1.22,0.126,11.5,NA,17
elkhart-44,8/9/2012,0,24.9,5.08,527,9.07,NA,0.085,11.8,2,23
elkhart-44,8/16/2012,0,22.8,7.6,NA,NA,NA,0.12,11.2,NA,16
elkhart-44,8/23/2012,0,21.1,6.72,648,7.98,NA,0.117,10.1,2.4,24
elkhart-44,8/30/2012,0,23.3,5.27,487.7,8.5,NA,0.102,13.1,NA,55
elkhart-44,9/6/2012,0,23.6,5.94,514,8.31,NA,0.133,12.4,1.3,59
elkhart-44,9/13/2012,0,21.4,6.01,506.7,8.6,NA,0.11,13.2,NA,41
elkhart-44,9/20/2012,0,17.8,NA,NA,NA,NA,0.083,14.7,3,20
elkhart-44,9/27/2012,0,15.6,6.57,502.7,8.71,NA,0.131,12.8,NA,14
elkhart-45,5/10/2009,NA,18.99,7.87,NA,7.99,5.36,0,35,NA,44
elkhart-45,5/17/2009,NA,18,7.6,NA,NA,0.56,0.2,35,NA,166
elkhart-45,5/24/2009,NA,21.77,9.81,NA,8.14,2.57,0.45,35,NA,24
elkhart-45,5/31/2009,NA,23.28,7.5,NA,7.94,7.22,0.4,30,NA,14
elkhart-45,6/7/2009,NA,21.52,7.94,NA,7.84,4.72,0.45,35,NA,212
elkhart-45,6/14/2009,NA,NA,NA,NA,NA,5.66,0.4,45,NA,26
elkhart-45,6/21/2009,NA,24.73,7.85,NA,7.88,6.28,0.4,45,NA,77
elkhart-45,6/28/2009,NA,25.14,8.14,NA,7.84,4.15,0.4,35,NA,66
elkhart-45,7/5/2009,NA,24.16,7.07,NA,7.83,3.44,0.45,35,NA,35
elkhart-45,7/12/2009,NA,25.87,7.58,NA,7.9,1.8,0.3,30,NA,11
elkhart-45,7/19/2009,NA,23.84,7.45,NA,7.74,1.74,0.3,35,NA,83
elkhart-45,7/26/2009,NA,23.12,8.11,NA,7.75,1.72,0.4,50,NA,28
elkhart-45,8/2/2009,NA,26.99,8.69,NA,7.74,1.52,0.4,30,NA,10
elkhart-45,8/9/2009,NA,26.48,9.64,NA,6.25,1.4,0.5,35,NA,77
elkhart-45,8/16/2009,NA,26,6,NA,NA,1.53,0.4,30,NA,146
elkhart-45,8/22/2009,NA,20.44,6.76,NA,7.42,1.31,0.5,45,NA,780
elkhart-45,8/29/2009,NA,20.46,6.63,NA,7.68,1.4,0.4,40,NA,32
elkhart-45,9/6/2009,NA,22.8,12.6,NA,7.7,1.18,0.45,45,NA,38
elkhart-45,9/12/2009,NA,NA,NA,NA,NA,1.29,0.4,40,NA,26
elkhart-45,9/19/2009,NA,18.14,7.3,NA,7.6,4.87,0.5,40,NA,62
elkhart-45,9/26/2009,NA,21.13,6.12,NA,7.9,5.56,0.6,45,NA,124
elkhart-45,4/14/2011,NA,14.5,8.84,583,8.04,4.5,0.114,14.7,NA,17
elkhart-45,4/21/2011,NA,7.6,15.56,523,8.55,1.8,0.151,13.4,3,810
elkhart-45,4/28/2011,NA,7.6,15.56,523,8.55,1.8,0.166,5.8,NA,264
elkhart-45,5/5/2011,NA,13.3,10.91,515,8.23,1,0.103,16.3,9,48
elkhart-45,5/12/2011,NA,18.8,8.56,549,8.27,1.4,0,13.9,NA,21
elkhart-45,5/19/2011,NA,15.1,10.49,531,8.36,2.3,0.126,21,9,66
elkhart-45,5/26/2011,NA,19.2,7.8,NA,NA,NA,0.122,12.8,NA,735
elkhart-45,6/2/2011,NA,21,8.47,499,8.06,1.2,0.207,12.3,14,76
elkhart-45,6/9/2011,NA,24.5,7.49,545,8.11,1,NA,10.8,NA,57
elkhart-45,6/16/2011,NA,20.2,7.6,NA,NA,NA,0.108,18.4,11,64
elkhart-45,6/24/2011,NA,21.6,6.11,550,8.26,0.7,0.186,21.1,NA,92
elkhart-45,6/30/2011,NA,23.3,6.04,527,8.27,1.1,0.139,12.9,9,44
elkhart-45,7/14/2011,NA,25.4,8,NA,NA,NA,0.123,14.8,7,43
elkhart-45,8/11/2011,NA,23.9,6.31,487,8.52,0,0.137,25.5,7,42
elkhart-45,8/18/2011,NA,24.1,6.39,495,8.26,0.1,0.123,13.5,NA,46
elkhart-45,9/1/2011,NA,23,5.82,493,8.31,0.1,0.105,20,NA,86
elkhart-45,9/8/2011,NA,16.7,7.55,654,8.3,0.1,0.112,17.6,5,88
elkhart-45,9/15/2011,NA,14.9,8.8,NA,NA,NA,0.084,19.6,NA,65
elkhart-45,9/22/2011,NA,18.2,6.83,507,8.39,0.1,0.095,16.2,4,22
elkhart-45,9/29/2011,NA,15.4,7.48,499,8.26,0.1,0.093,11.9,NA,70
elkhart-45,4/5/2012,0,13.5,6.77,509.2,8.79,0.22,0.07,8.2,5.25,12
elkhart-45,4/12/2012,0,10.8,7.63,523.2,8.65,0.12,0.051,9.9,NA,10
elkhart-45,4/19/2012,0,14.5,6.95,511.9,8.67,0.06,0.065,7.5,NA,NA
elkhart-45,4/26/2012,0,12.2,7.07,515.9,8.71,0.07,0.08,11.7,NA,NA
elkhart-45,5/3/2012,0,17,7.29,506.8,8.72,0.15,0.092,9.6,4.2,30
elkhart-45,5/10/2012,0,17.3,6.57,504.6,8.57,0.14,0.233,2,NA,25
elkhart-45,5/17/2012,0,19.7,6.15,516.9,8.68,0.29,0.105,14.6,4.6,NA
elkhart-45,5/24/2012,0,21.9,6.93,511.2,8.76,0.31,0.124,10.1,NA,17
elkhart-45,5/31/2012,0,22.2,4.81,516.4,8.45,0.35,0.118,10.8,6.6,14
elkhart-45,6/7/2012,0,20.7,5.72,521.1,8.65,0.038,0.095,32.8,NA,18
elkhart-45,6/14/2012,0,NA,8,NA,NA,NA,0.12,12.8,6,16
elkhart-45,6/21/2012,0,26.5,4.76,518,8.56,0.82,0.119,12.1,NA,15
elkhart-45,6/28/2012,0,25.1,5.46,519,8.56,1.35,0.124,15.8,2.4,6
elkhart-45,7/5/2012,0,28.8,5.06,514,8.61,1.02,0.116,13,NA,20
elkhart-45,7/12/2012,0,27.1,5.6,514,8.56,1.01,0.119,13.1,4,72
elkhart-45,7/19/2012,1,24.8,7.4,NA,NA,1.02,0.14,16.6,NA,172
elkhart-45,7/26/2012,1,NA,NA,NA,NA,1.04,0.12,24.2,3,17
elkhart-45,8/2/2012,0,NA,NA,NA,NA,0.991,0.118,10.4,NA,10
elkhart-45,8/9/2012,0,NA,NA,NA,NA,NA,0.102,12.8,2,5
elkhart-45,8/16/2012,0,23.1,8,NA,NA,NA,0.092,12.1,NA,59
elkhart-45,8/23/2012,0,22.4,6.87,500.2,8.45,NA,0.091,0.101,1.4,13
elkhart-45,8/30/2012,0,23.9,5.91,478.7,8.57,NA,0.118,12.8,NA,20
elkhart-45,9/6/2012,0,25.1,4.92,506,8.38,NA,0.143,12.4,1.9,10
elkhart-45,9/13/2012,0,21.4,7.01,506.4,8.71,NA,0.127,13,NA,11
elkhart-45,9/20/2012,0,18.8,NA,NA,NA,NA,0.073,13.7,2,15
elkhart-45,9/27/2012,0,15.5,6.07,504.3,8.19,NA,0.987,13.6,NA,36
elkhart-46,5/10/2009,NA,19.02,8.02,NA,8,1.48,0.2,35,NA,83
elkhart-46,5/17/2009,NA,17.7,7.2,NA,NA,0.68,0.3,35,NA,198
elkhart-46,5/24/2009,NA,21.36,11.1,NA,8.15,2.4,0.4,40,NA,16
elkhart-46,5/31/2009,NA,23.26,8.5,NA,7.93,8.8,0.3,35,NA,68
elkhart-46,6/7/2009,NA,20.57,8.25,NA,7.85,4.99,0.4,35,NA,42
elkhart-46,6/14/2009,NA,NA,NA,NA,NA,5.04,0.5,50,NA,28
elkhart-46,6/21/2009,NA,24.6,8.05,NA,7.91,6.74,0.5,40,NA,52
elkhart-46,6/28/2009,NA,25.04,7.92,NA,7.84,3.79,0.3,35,NA,164
elkhart-46,7/5/2009,NA,24.13,7.99,NA,7.85,3.3,0.4,35,NA,42
elkhart-46,7/12/2009,NA,25.11,8,NA,7.9,1.78,0.5,45,NA,117
elkhart-46,7/19/2009,NA,23.3,7.36,NA,7.72,1.55,0.5,40,NA,2200
elkhart-46,7/26/2009,NA,22.35,9.02,NA,7.8,1.57,0.7,40,NA,226
elkhart-46,8/2/2009,NA,26.19,8.76,NA,7.79,1.42,0.3,40,NA,88
elkhart-46,8/9/2009,NA,26.39,7.19,NA,7.18,1.55,35,40,NA,433
elkhart-46,8/16/2009,NA,25,5.8,NA,NA,1.52,0.3,30,NA,176
elkhart-46,8/22/2009,NA,20.34,11.34,NA,7.26,1.01,0.5,40,NA,2200
elkhart-46,8/29/2009,NA,21.37,6.74,NA,7.74,1.32,0.5,40,NA,355
elkhart-46,9/6/2009,NA,22.7,10.1,NA,7.7,1.19,0.5,50,NA,43
elkhart-46,9/12/2009,NA,NA,NA,NA,NA,1.27,5,45,NA,224
elkhart-46,9/19/2009,NA,18.14,8.4,NA,7.6,4.51,0.3,35,NA,29
elkhart-46,9/26/2009,NA,21.06,6.98,NA,7.91,4.9,0.45,45,NA,138
elkhart-46,4/8/2010,NA,14.6,7.75,538,8.44,1.77,0.071,20.4,7,760
elkhart-46,4/15/2010,NA,15.4,9.56,554,8.34,1.65,0.042,23.4,NA,16
elkhart-46,4/22/2010,NA,15.6,9.34,560,8.31,1.53,0.047,12.9,5,8
elkhart-46,4/29/2010,NA,NA,NA,NA,NA,NA,NA,0,NA,70
elkhart-46,5/6/2010,NA,17.7,8.14,542,8.21,1.3,0.032,29.4,6,24
elkhart-46,5/13/2010,NA,NA,NA,NA,NA,3.37,0.227,7.3,10,787
elkhart-46,5/20/2010,NA,15.7,9.05,556,8.02,1.87,0.089,5.5,10,28
elkhart-46,5/27/2010,NA,23.2,7.05,565,7.85,1.6,0.076,30.1,NA,72
elkhart-46,6/3/2010,NA,22.2,6.87,527,7.79,2.03,0.142,23,13,219
elkhart-46,6/10/2010,NA,20.3,7.55,522,7.83,1.39,5.15,14.5,NA,82
elkhart-46,6/17/2010,NA,24.3,7.2,NA,NA,1.58,0.125,16.3,NA,200
elkhart-46,6/24/2010,NA,24,6.44,545,8.03,1.66,0.19,30.2,NA,2880
elkhart-46,7/1/2010,NA,21.8,7.54,569,8.13,0.299,0.337,24.5,8,84
elkhart-46,7/8/2010,NA,26.2,7.28,600,8.17,1.4,0.139,26.8,NA,140
elkhart-46,7/15/2010,NA,NA,NA,NA,NA,1.34,0.044,6.1,4,52
elkhart-46,7/22/2010,NA,26.2,7.57,574,8.26,1.25,0.079,12.7,NA,81
elkhart-46,7/29/2010,NA,26,6.14,510,8.11,1.11,0.074,14.3,4,375
elkhart-46,8/5/2010,NA,24.6,6.1,530,8.06,1.31,0.229,32,NA,168
elkhart-46,8/12/2010,NA,25.5,7.04,451,8.2,0.068,0.106,16,5,81
elkhart-46,8/19/2010,NA,26.1,8,NA,NA,1.17,0.085,34,NA,61
elkhart-46,8/26/2010,NA,22.6,7.84,588,8.27,1.57,0.125,42.4,3,72
elkhart-46,9/2/2010,NA,23.7,7.48,605,8.2,1.68,0.149,42.2,NA,2400
elkhart-46,9/9/2010,NA,18.7,9,519,8.33,1.41,0.077,25.6,3,73
elkhart-46,9/16/2010,NA,20.4,9,NA,NA,NA,0.114,38.1,NA,61
elkhart-46,9/23/2010,NA,20.3,8.05,561,8.29,1.75,0.079,48.1,4,82
elkhart-46,9/30/2010,NA,16.5,8.93,506,8.39,3.41,0.107,36.2,NA,58
elkhart-46,4/14/2011,NA,14.5,9.29,590,8,3.5,0.174,18.8,NA,43
elkhart-46,4/21/2011,NA,7.1,11.14,483,8.1,4.4,0.854,21.2,49,2310
elkhart-46,4/28/2011,NA,7.1,11.14,483,8.1,4.4,0.157,5.1,NA,336
elkhart-46,5/5/2011,NA,13.4,9.67,513,8.12,1.3,0.128,20.6,8,48
elkhart-46,5/12/2011,NA,18.7,8.22,546,8.17,1.5,0.008,15.1,NA,45
elkhart-46,5/19/2011,NA,15.1,9.11,526,8.11,2.6,0.232,24.1,10,72
elkhart-46,5/26/2011,NA,18.6,7.6,NA,NA,NA,1.04,9.9,NA,19000
elkhart-46,6/2/2011,NA,20.9,8.54,497,8.04,1.4,0.167,26.2,17,120
elkhart-46,6/9/2011,NA,24.3,12.72,541,8.12,1,NA,24.2,NA,90
elkhart-46,6/16/2011,NA,19.6,10,NA,NA,NA,0.135,29.6,20,78
elkhart-46,6/24/2011,NA,21.3,5.78,544,8.2,0.7,0.151,39.8,NA,136
elkhart-46,7/14/2011,NA,25.6,8.2,NA,NA,NA,0.118,11.4,7,64
elkhart-46,8/11/2011,NA,24.1,6.35,489,8.21,0,0.151,22,6,54
elkhart-46,8/18/2011,NA,24,6.7,483,8.24,0.1,0.13,12.1,NA,56
elkhart-46,9/1/2011,NA,23.1,6.57,253,8.21,0.1,0.106,21.6,NA,91
elkhart-46,9/8/2011,NA,18.4,7.08,487,8.3,0.1,0.105,20.1,4,97
elkhart-46,9/15/2011,NA,15,8,NA,NA,NA,0.093,21.2,NA,50
elkhart-46,9/22/2011,NA,18.2,7.47,503,8.35,0.1,0.107,24.6,3,30
elkhart-46,9/29/2011,NA,15.5,7.15,484,8.23,0.1,0.087,12.2,NA,84
elkhart-46,4/5/2012,0,13.5,7.49,507.6,8.82,0.25,0.092,25.4,6.25,20
elkhart-46,4/12/2012,0,10.8,7.75,520.4,8.77,0.13,0.063,8.7,NA,18
elkhart-46,4/19/2012,0,14.4,7.67,507.6,8.67,0.07,0.05,7,NA,NA
elkhart-46,4/26/2012,0,12.2,7.23,515.6,8.66,0.08,0.089,9.4,NA,NA
elkhart-46,5/3/2012,0,17,7.53,503,8.7,0.17,0.066,8.8,5,32
elkhart-46,5/10/2012,0,17.2,6.7,502,8.54,0.17,0.127,2.1,NA,42
elkhart-46,5/17/2012,0,19.5,6.97,512,8.67,0.31,0.109,9.1,5,NA
elkhart-46,5/24/2012,0,21.9,6.71,510.3,8.64,0.33,0.129,12.5,NA,60
elkhart-46,5/31/2012,0,21.9,5.77,519.3,8.45,0.4,0.133,10.7,7,20
elkhart-46,6/7/2012,0,20.9,6.91,515.9,8.62,0.38,0.112,30.4,NA,27
elkhart-46,6/14/2012,0,NA,8.6,NA,NA,NA,0.13,9.7,5,32
elkhart-46,6/21/2012,0,26.3,5.51,617,8.53,0.82,0.102,11.6,NA,39
elkhart-46,6/28/2012,0,25.2,6.31,526,8.59,1.66,0.098,15.6,2.9,21
elkhart-46,7/5/2012,0,28.9,5.79,517,8.63,1.09,0.116,12.9,NA,50
elkhart-46,7/12/2012,0,26.9,6.04,512,8.59,1.07,0.108,11.8,3,91
elkhart-46,7/19/2012,1,26,7,NA,NA,1.17,0.126,15.1,NA,827
elkhart-46,7/26/2012,1,NA,NA,NA,NA,1.02,0.118,12.2,4,24
elkhart-46,8/2/2012,0,NA,NA,NA,NA,1.09,0.096,10.3,NA,35
elkhart-46,8/9/2012,0,NA,NA,NA,NA,NA,0.084,12.9,2,23
elkhart-46,8/16/2012,0,22.3,8.4,NA,NA,NA,0.094,10.8,NA,62
elkhart-46,8/23/2012,0,22.1,6.93,497.7,8.54,NA,0.089,0.081,1.4,26
